Version;Algoritmo;Instancia;Semilla;Poblacion;Prob_Cruce;Prob_Mutacion;Iteraciones;Paciencia_Renovacion;Frac_Renovacion;Makespan;Upper_Bound;RPD_%;Tiempo_Seg;Generacion_Hallazgo;Activaciones_Renovacion;Gens_Sin_Nuevo_Sobreviviente;Hijos_Totales;Hijos_Repetidos;Pct_Hijos_Repetidos;Mejor_Secuencia;Traza
referencia;Memetico;data/ins_100_10_00.txt;7;60;0.85;0.2;300;;;5799;5770;0.502600;21.530274;38;0;236;18000;6855;38.08;69-57-4-60-14-76-43-92-44-34-20-61-59-63-19-50-35-1-82-0-73-94-66-33-32-95-30-88-27-46-97-71-56-87-13-41-48-79-40-28-74-84-72-91-15-64-96-45-3-5-31-52-75-70-21-65-49-54-38-24-9-99-67-6-7-89-85-8-10-18-47-86-93-17-78-80-42-16-68-81-51-22-36-26-12-83-55-23-37-2-77-62-29-53-58-90-98-39-25-11;[[0, 5846], [1, 5820], [12, 5809], [24, 5805], [29, 5804], [30, 5800], [38, 5799]]
variante;Memetico;data/ins_100_10_00.txt;7;60;0.85;0.2;300;30;0.2;5799;5770;0.502600;26.907039;38;8;223;18096;6778;37.46;69-57-4-60-14-76-43-92-44-34-20-61-59-63-19-50-35-1-82-0-73-94-66-33-32-95-30-88-27-46-97-71-56-87-13-41-48-79-40-28-74-84-72-91-15-64-96-45-3-5-31-52-75-70-21-65-49-54-38-24-9-99-67-6-7-89-85-8-10-18-47-86-93-17-78-80-42-16-68-81-51-22-36-26-12-83-55-23-37-2-77-62-29-53-58-90-98-39-25-11;[[0, 5846], [1, 5820], [12, 5809], [24, 5805], [29, 5804], [30, 5800], [38, 5799]]
variante;AG;data/ins_100_10_00.txt;8;60;0.85;0.2;300;30;0.2;5846;5770;1.317158;3.962763;0;10;258;18120;9798;54.07;69-36-43-20-44-57-14-86-35-71-76-4-90-63-92-34-73-61-59-19-50-28-1-82-94-66-81-33-32-95-30-88-27-46-97-56-87-13-41-48-79-40-84-74-72-91-15-64-45-3-5-31-0-60-52-75-70-21-96-65-22-49-54-38-24-9-99-67-6-7-89-85-8-10-18-47-93-17-78-80-42-16-68-51-26-53-12-83-55-23-29-37-2-58-77-62-98-39-25-11;[[0, 5846]]
referencia;AG;data/ins_100_10_00.txt;8;60;0.85;0.2;300;;;5846;5770;1.317158;3.927601;0;0;275;18000;9981;55.45;69-36-43-20-44-57-14-86-35-71-76-4-90-63-92-34-73-61-59-19-50-28-1-82-94-66-81-33-32-95-30-88-27-46-97-56-87-13-41-48-79-40-84-74-72-91-15-64-45-3-5-31-0-60-52-75-70-21-96-65-22-49-54-38-24-9-99-67-6-7-89-85-8-10-18-47-93-17-78-80-42-16-68-51-26-53-12-83-55-23-29-37-2-58-77-62-98-39-25-11;[[0, 5846]]
variante;Memetico;data/ins_100_10_00.txt;8;60;0.85;0.2;300;30;0.2;5800;5770;0.519931;25.275225;18;9;221;18108;6981;38.55;69-20-14-86-57-92-63-76-34-59-61-19-50-28-1-82-66-81-33-43-90-32-95-30-73-88-27-46-56-71-13-48-79-4-40-84-74-87-44-35-72-64-45-3-5-31-0-60-52-75-70-21-96-65-49-54-38-24-99-67-6-7-89-85-8-10-97-18-47-36-22-17-9-78-80-41-93-91-42-16-68-51-15-26-53-12-83-55-23-29-37-2-77-94-62-58-98-39-25-11;[[0, 5846], [1, 5820], [6, 5801], [18, 5800]]
referencia;Memetico;data/ins_100_10_00.txt;8;60;0.85;0.2;300;;;5800;5770;0.519931;17.845531;18;0;245;18000;7118;39.54;69-20-14-86-57-92-63-76-34-59-61-19-50-28-1-82-66-81-33-43-90-32-95-30-73-88-27-46-56-71-13-48-79-4-40-84-74-87-44-35-72-64-45-3-5-31-0-60-52-75-70-21-96-65-49-54-38-24-99-67-6-7-89-85-8-10-97-18-47-36-22-17-9-78-80-41-93-91-42-16-68-51-15-26-53-12-83-55-23-29-37-2-77-94-62-58-98-39-25-11;[[0, 5846], [1, 5820], [6, 5801], [18, 5800]]
referencia;AG;data/ins_100_10_00.txt;9;60;0.85;0.2;300;;;5846;5770;1.317158;3.868488;0;0;276;18000;9320;51.78;69-36-43-20-44-57-14-86-35-71-76-4-90-63-92-34-73-61-59-19-50-28-1-82-94-66-81-33-32-95-30-88-27-46-97-56-87-13-41-48-79-40-84-74-72-91-15-64-45-3-5-31-0-60-52-75-70-21-96-65-22-49-54-38-24-9-99-67-6-7-89-85-8-10-18-47-93-17-78-80-42-16-68-51-26-53-12-83-55-23-29-37-2-58-77-62-98-39-25-11;[[0, 5846]]
variante;AG;data/ins_100_10_00.txt;9;60;0.85;0.2;300;30;0.2;5846;5770;1.317158;3.858394;0;10;259;18120;9114;50.30;69-36-43-20-44-57-14-86-35-71-76-4-90-63-92-34-73-61-59-19-50-28-1-82-94-66-81-33-32-95-30-88-27-46-97-56-87-13-41-48-79-40-84-74-72-91-15-64-45-3-5-31-0-60-52-75-70-21-96-65-22-49-54-38-24-9-99-67-6-7-89-85-8-10-18-47-93-17-78-80-42-16-68-51-26-53-12-83-55-23-29-37-2-58-77-62-98-39-25-11;[[0, 5846]]
referencia;Memetico;data/ins_100_10_00.txt;9;60;0.85;0.2;300;;;5781;5770;0.190641;16.625834;28;0;251;18000;6720;37.33;69-57-20-14-86-43-66-76-63-34-61-59-35-19-50-87-82-94-33-73-90-42-4-32-95-30-88-27-46-97-56-1-13-41-48-79-40-84-74-92-91-15-64-16-72-21-45-3-5-31-0-60-52-75-70-96-65-22-49-54-38-24-9-99-67-6-7-89-8-10-18-47-93-17-78-80-81-28-68-51-12-83-55-23-29-37-2-77-62-26-36-85-58-53-98-25-44-39-71-11;[[0, 5846], [1, 5820], [9, 5802], [12, 5800], [25, 5782], [28, 5781]]
variante;Memetico;data/ins_100_10_00.txt;9;60;0.85;0.2;300;30;0.2;5781;5770;0.190641;22.832432;28;9;237;18108;6561;36.23;69-57-20-14-86-43-66-76-63-34-61-59-35-19-50-87-82-94-33-73-90-42-4-32-95-30-88-27-46-97-56-1-13-41-48-79-40-84-74-92-91-15-64-16-72-21-45-3-5-31-0-60-52-75-70-96-65-22-49-54-38-24-9-99-67-6-7-89-8-10-18-47-93-17-78-80-81-28-68-51-12-83-55-23-29-37-2-77-62-26-36-85-58-53-98-25-44-39-71-11;[[0, 5846], [1, 5820], [9, 5802], [12, 5800], [25, 5782], [28, 5781]]
variante;AG;data/ins_100_10_00.txt;10;60;0.85;0.2;300;30;0.2;5846;5770;1.317158;3.852893;0;10;261;18120;8697;48.00;69-36-43-20-44-57-14-86-35-71-76-4-90-63-92-34-73-61-59-19-50-28-1-82-94-66-81-33-32-95-30-88-27-46-97-56-87-13-41-48-79-40-84-74-72-91-15-64-45-3-5-31-0-60-52-75-70-21-96-65-22-49-54-38-24-9-99-67-6-7-89-85-8-10-18-47-93-17-78-80-42-16-68-51-26-53-12-83-55-23-29-37-2-58-77-62-98-39-25-11;[[0, 5846]]
referencia;AG;data/ins_100_10_00.txt;10;60;0.85;0.2;300;;;5846;5770;1.317158;3.843751;0;0;273;18000;8880;49.33;69-36-43-20-44-57-14-86-35-71-76-4-90-63-92-34-73-61-59-19-50-28-1-82-94-66-81-33-32-95-30-88-27-46-97-56-87-13-41-48-79-40-84-74-72-91-15-64-45-3-5-31-0-60-52-75-70-21-96-65-22-49-54-38-24-9-99-67-6-7-89-85-8-10-18-47-93-17-78-80-42-16-68-51-26-53-12-83-55-23-29-37-2-58-77-62-98-39-25-11;[[0, 5846]]
variante;Memetico;data/ins_100_10_00.txt;10;60;0.85;0.2;300;30;0.2;5799;5770;0.502600;24.722037;77;9;212;18108;8636;47.69;69-57-4-44-60-36-14-86-35-43-76-90-92-63-34-54-59-19-50-71-1-82-94-66-81-33-32-95-30-73-88-27-46-97-56-87-13-41-48-79-40-84-74-20-91-15-64-45-3-5-31-0-72-52-75-70-21-96-65-49-38-9-99-67-6-7-89-8-10-18-47-24-93-17-78-80-42-16-68-51-22-12-83-28-55-23-37-2-85-77-62-26-53-58-98-61-39-29-25-11;[[0, 5846], [1, 5820], [11, 5803], [12, 5802], [15, 5801], [16, 5800], [77, 5799]]
referencia;Memetico;data/ins_100_10_00.txt;10;60;0.85;0.2;300;;;5800;5770;0.519931;15.785304;16;0;253;18000;8462;47.01;69-20-57-60-44-14-86-35-43-76-4-90-92-63-36-34-54-59-19-50-71-1-82-94-66-81-33-32-95-30-73-88-27-46-97-56-87-13-41-48-79-40-84-74-72-91-15-64-45-3-5-31-0-52-75-70-21-96-65-49-38-9-99-67-6-7-89-8-10-18-47-24-93-17-78-80-42-16-68-51-22-12-83-28-55-23-37-2-85-77-62-26-53-58-98-61-39-29-25-11;[[0, 5846], [1, 5820], [11, 5803], [12, 5802], [15, 5801], [16, 5800]]
