Algoritmo;Tamano_Problema;Instancia;Semilla;Poblacion;Prob_Cruce;Prob_Mutacion;Iteraciones;Makespan;Upper_Bound;RPD_%;Tiempo_Seg;Generacion_Hallazgo;Mejor_Secuencia
Memetico;20x10;data/ins_20_10_00.txt;20;60;0.85;0.2;300;1582;1582;0.00;1.5405;138;17-4-1-11-8-9-3-13-12-14-16-2-5-18-7-19-10-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;21;60;0.85;0.2;300;1583;1582;0.06;1.4974;23;17-4-1-11-8-9-3-13-2-5-7-19-16-12-14-10-18-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;22;60;0.85;0.2;300;1583;1582;0.06;1.4750;72;17-4-1-11-8-9-14-16-3-12-2-5-18-7-19-10-13-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;23;60;0.85;0.2;300;1583;1582;0.06;1.7075;160;17-4-1-11-8-9-3-13-2-5-7-19-16-12-14-10-18-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;24;60;0.85;0.2;300;1583;1582;0.06;1.5652;86;17-4-1-11-8-9-14-16-3-12-2-5-18-7-19-10-13-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;25;60;0.85;0.2;300;1583;1582;0.06;1.5196;59;17-4-1-11-8-9-14-16-12-2-3-5-18-7-19-10-13-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;26;60;0.85;0.2;300;1583;1582;0.06;1.5788;32;17-4-1-11-8-9-14-16-3-12-2-5-18-7-19-10-13-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;27;60;0.85;0.2;300;1583;1582;0.06;1.6332;39;17-4-1-11-8-9-13-2-5-14-3-7-19-16-12-18-10-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;28;60;0.85;0.2;300;1583;1582;0.06;1.6464;56;17-4-1-11-8-9-14-16-12-2-3-5-18-7-19-10-13-6-15-0
Memetico;20x10;data/ins_20_10_00.txt;29;60;0.85;0.2;300;1583;1582;0.06;1.4606;138;17-4-1-11-8-9-14-16-12-2-3-5-18-7-19-10-13-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;30;60;0.85;0.2;300;1582;1582;0.00;1.4653;300;17-4-1-11-8-9-3-13-12-14-16-2-5-18-7-19-10-6-0-15
