Algoritmo;Tamano_Problema;Instancia;Semilla;Poblacion;Prob_Cruce;Prob_Mutacion;Iteraciones;Makespan;Upper_Bound;RPD_%;Tiempo_Seg;Generacion_Hallazgo;Mejor_Secuencia
AG;20x10;data/ins_20_10_00.txt;1;60;0.85;0.2;300;1598;1582;1.01;0.4190;136;4-1-11-8-9-14-2-16-17-5-12-7-19-10-3-13-18-6-0-15
AG;20x10;data/ins_20_10_00.txt;2;60;0.85;0.2;300;1592;1582;0.63;0.4195;283;17-4-8-11-2-16-1-9-14-6-5-13-7-18-12-19-10-3-0-15
AG;20x10;data/ins_20_10_00.txt;3;60;0.85;0.2;300;1612;1582;1.90;0.4407;163;17-4-1-11-8-16-2-5-18-7-19-9-13-12-14-10-3-6-0-15
AG;20x10;data/ins_20_10_00.txt;4;60;0.85;0.2;300;1602;1582;1.26;0.4243;120;17-4-8-2-5-19-16-1-11-14-9-3-13-7-18-10-12-6-0-15
AG;20x10;data/ins_20_10_00.txt;5;60;0.85;0.2;300;1597;1582;0.95;0.4233;256;4-1-11-16-2-14-17-3-8-5-18-7-19-10-13-12-9-6-0-15
AG;20x10;data/ins_20_10_00.txt;6;60;0.85;0.2;300;1591;1582;0.57;0.4202;292;17-4-8-11-2-16-1-9-14-5-18-3-7-19-10-13-12-6-0-15
AG;20x10;data/ins_20_10_00.txt;7;60;0.85;0.2;300;1610;1582;1.77;0.4257;208;17-4-8-11-2-5-14-7-1-19-9-16-12-18-10-3-13-6-0-15
AG;20x10;data/ins_20_10_00.txt;8;60;0.85;0.2;300;1593;1582;0.70;0.4403;197;4-1-11-8-9-14-17-16-2-5-13-18-3-7-19-10-12-6-0-15
AG;20x10;data/ins_20_10_00.txt;9;60;0.85;0.2;300;1615;1582;2.09;0.4204;220;4-8-9-14-17-5-19-1-11-2-16-7-12-10-3-13-18-6-0-15
AG;20x10;data/ins_20_10_00.txt;10;60;0.85;0.2;300;1588;1582;0.38;0.4171;213;17-4-8-2-16-1-11-9-5-18-7-19-10-3-13-12-14-6-0-15
AG;20x10;data/ins_20_10_00.txt;11;60;0.85;0.2;300;1603;1582;1.33;0.4169;226;17-4-8-2-16-1-11-14-9-13-6-5-18-7-12-19-10-3-0-15
AG;20x10;data/ins_20_10_00.txt;12;60;0.85;0.2;300;1604;1582;1.39;0.4216;258;17-4-8-16-1-11-14-2-9-3-5-13-18-7-19-10-12-6-0-15
AG;20x10;data/ins_20_10_00.txt;13;60;0.85;0.2;300;1586;1582;0.25;0.4185;69;17-4-1-11-16-2-14-8-9-13-3-5-18-7-19-10-12-6-0-15
AG;20x10;data/ins_20_10_00.txt;14;60;0.85;0.2;300;1599;1582;1.07;0.4237;155;4-1-11-8-9-14-2-16-6-17-5-13-7-18-12-19-10-3-0-15
AG;20x10;data/ins_20_10_00.txt;15;60;0.85;0.2;300;1586;1582;0.25;0.4205;253;17-4-8-2-16-1-11-14-9-13-3-5-18-7-19-10-12-6-0-15
AG;20x10;data/ins_20_10_00.txt;16;60;0.85;0.2;300;1593;1582;0.70;0.4173;94;4-1-11-16-2-8-14-9-12-3-17-5-13-18-7-19-10-6-0-15
AG;20x10;data/ins_20_10_00.txt;17;60;0.85;0.2;300;1610;1582;1.77;0.4204;99;4-11-16-14-2-1-8-9-17-5-13-7-19-12-18-10-6-3-0-15
AG;20x10;data/ins_20_10_00.txt;18;60;0.85;0.2;300;1605;1582;1.45;0.4172;280;17-4-1-11-14-2-5-8-7-19-18-16-6-13-12-9-10-3-0-15
AG;20x10;data/ins_20_10_00.txt;19;60;0.85;0.2;300;1591;1582;0.57;0.4217;236;17-4-1-11-8-9-2-5-14-7-16-18-12-13-19-6-10-3-0-15
AG;20x10;data/ins_20_10_00.txt;20;60;0.85;0.2;300;1591;1582;0.57;0.4197;121;17-4-1-11-8-9-2-5-14-7-19-16-6-12-13-18-10-3-0-15
AG;20x10;data/ins_20_10_00.txt;21;60;0.85;0.2;300;1598;1582;1.01;0.4229;250;4-1-11-8-9-17-14-16-2-5-12-7-19-10-3-13-18-6-0-15
AG;20x10;data/ins_20_10_00.txt;22;60;0.85;0.2;300;1593;1582;0.70;0.4444;235;17-4-1-11-8-9-14-16-2-5-18-10-3-13-7-12-19-6-0-15
AG;20x10;data/ins_20_10_00.txt;23;60;0.85;0.2;300;1583;1582;0.06;0.4189;219;17-4-1-11-8-9-14-16-12-2-3-5-18-7-19-10-13-6-0-15
AG;20x10;data/ins_20_10_00.txt;24;60;0.85;0.2;300;1588;1582;0.38;0.4199;279;17-4-8-11-16-14-2-1-9-13-5-18-3-7-19-10-12-6-0-15
AG;20x10;data/ins_20_10_00.txt;25;60;0.85;0.2;300;1584;1582;0.13;0.4336;149;17-4-1-11-8-9-14-16-12-2-5-18-3-7-19-10-13-6-0-15
AG;20x10;data/ins_20_10_00.txt;26;60;0.85;0.2;300;1593;1582;0.70;0.4218;284;17-4-1-11-8-9-13-2-5-7-19-18-16-6-12-14-10-3-0-15
AG;20x10;data/ins_20_10_00.txt;27;60;0.85;0.2;300;1612;1582;1.90;0.4222;92;4-8-2-14-1-11-9-17-5-13-7-19-18-16-12-10-3-6-0-15
AG;20x10;data/ins_20_10_00.txt;28;60;0.85;0.2;300;1616;1582;2.15;0.4158;185;4-11-16-14-17-8-2-5-1-19-9-3-13-7-18-10-12-6-0-15
AG;20x10;data/ins_20_10_00.txt;29;60;0.85;0.2;300;1583;1582;0.06;0.4178;267;17-4-1-11-8-9-14-16-12-2-3-5-18-7-19-10-13-6-15-0
AG;20x10;data/ins_20_10_00.txt;30;60;0.85;0.2;300;1588;1582;0.38;0.4266;264;17-4-1-11-8-9-14-16-12-13-2-3-5-18-7-19-10-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;1;60;0.85;0.2;300;1583;1582;0.06;1.6745;133;17-4-1-11-8-9-14-16-12-2-3-5-18-7-19-10-13-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;2;60;0.85;0.2;300;1583;1582;0.06;1.8027;40;17-4-1-11-8-9-3-13-2-5-7-19-16-12-14-10-18-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;3;60;0.85;0.2;300;1586;1582;0.25;1.4640;45;4-8-11-16-14-2-17-3-1-7-18-9-5-13-19-10-12-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;4;60;0.85;0.2;300;1583;1582;0.06;1.5665;129;17-4-1-11-8-9-14-16-12-2-3-5-18-7-19-10-13-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;5;60;0.85;0.2;300;1583;1582;0.06;1.7576;129;17-4-1-11-8-9-3-13-2-5-7-19-16-12-14-10-18-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;6;60;0.85;0.2;300;1582;1582;0.00;1.6744;116;17-4-1-11-8-9-3-13-12-14-16-2-5-18-7-19-10-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;7;60;0.85;0.2;300;1590;1582;0.51;1.7200;24;4-1-11-8-2-17-3-5-18-7-19-16-12-14-9-13-10-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;8;60;0.85;0.2;300;1582;1582;0.00;1.5423;149;17-4-1-11-8-9-3-13-12-14-16-2-5-18-7-19-10-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;9;60;0.85;0.2;300;1582;1582;0.00;1.5777;218;17-4-1-11-8-9-3-13-12-14-16-2-5-18-7-19-10-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;10;60;0.85;0.2;300;1588;1582;0.38;1.3087;23;4-11-8-9-3-1-2-16-13-7-19-10-12-14-6-5-18-17-0-15
Memetico;20x10;data/ins_20_10_00.txt;11;60;0.85;0.2;300;1583;1582;0.06;1.6114;104;17-4-1-11-8-9-14-16-3-12-2-5-18-7-19-10-13-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;12;60;0.85;0.2;300;1582;1582;0.00;1.5491;39;17-4-1-11-8-9-3-13-12-14-16-2-5-18-7-19-10-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;13;60;0.85;0.2;300;1583;1582;0.06;1.6445;44;17-4-1-11-8-9-14-16-12-2-3-5-18-7-19-10-13-6-15-0
Memetico;20x10;data/ins_20_10_00.txt;14;60;0.85;0.2;300;1583;1582;0.06;1.5747;71;17-4-1-11-8-9-14-16-12-2-3-5-18-7-19-10-13-6-15-0
Memetico;20x10;data/ins_20_10_00.txt;15;60;0.85;0.2;300;1586;1582;0.25;1.5124;52;17-4-8-2-16-1-11-14-9-13-3-5-18-7-19-10-12-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;16;60;0.85;0.2;300;1585;1582;0.19;1.5019;234;17-4-8-11-16-14-3-1-2-7-12-9-5-18-10-13-19-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;17;60;0.85;0.2;300;1582;1582;0.00;1.5680;196;17-4-1-11-8-9-3-13-12-14-16-2-5-18-7-19-10-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;18;60;0.85;0.2;300;1583;1582;0.06;1.4626;118;17-4-1-11-8-9-14-16-12-2-3-5-18-7-19-10-13-6-0-15
Memetico;20x10;data/ins_20_10_00.txt;19;60;0.85;0.2;300;1582;1582;0.00;1.5555;89;17-4-1-11-8-9-3-13-12-14-16-2-5-18-7-19-10-6-0-15
