Algoritmo;Tamano_Problema;Instancia;Semilla;Poblacion;Prob_Cruce;Prob_Mutacion;Iteraciones;Makespan;Upper_Bound;RPD_%;Tiempo_Seg;Generacion_Hallazgo;Mejor_Secuencia
AG;20x20;data/ins_20_20_00.txt;1;60;0.85;0.2;300;2322;2297;1.09;0.6891;175;15-17-4-7-12-9-8-14-1-0-19-10-13-5-11-6-16-18-2-3
AG;20x20;data/ins_20_20_00.txt;2;60;0.85;0.2;300;2322;2297;1.09;0.7216;149;15-7-8-11-12-17-14-9-10-4-0-19-13-1-3-5-6-16-2-18
AG;20x20;data/ins_20_20_00.txt;3;60;0.85;0.2;300;2326;2297;1.26;0.6993;255;15-7-6-12-9-11-8-14-10-4-0-19-13-16-1-17-5-3-2-18
AG;20x20;data/ins_20_20_00.txt;4;60;0.85;0.2;300;2330;2297;1.44;0.7013;200;15-7-8-6-14-10-12-4-0-19-9-13-16-1-17-5-11-18-3-2
AG;20x20;data/ins_20_20_00.txt;5;60;0.85;0.2;300;2315;2297;0.78;0.6871;174;15-7-6-12-8-13-16-9-10-4-14-0-19-1-17-5-11-18-3-2
AG;20x20;data/ins_20_20_00.txt;6;60;0.85;0.2;300;2326;2297;1.26;0.7116;196;15-7-6-12-9-11-8-14-10-4-0-19-13-16-1-17-5-3-2-18
AG;20x20;data/ins_20_20_00.txt;7;60;0.85;0.2;300;2326;2297;1.26;0.6894;200;15-7-6-12-9-11-8-13-10-4-14-16-0-19-1-17-5-3-2-18
AG;20x20;data/ins_20_20_00.txt;8;60;0.85;0.2;300;2335;2297;1.65;0.7350;270;15-7-6-8-13-12-9-10-4-14-0-19-11-16-1-17-5-3-2-18
AG;20x20;data/ins_20_20_00.txt;9;60;0.85;0.2;300;2323;2297;1.13;0.6896;160;15-7-8-17-14-9-11-10-12-4-0-19-1-13-5-6-16-18-2-3
AG;20x20;data/ins_20_20_00.txt;10;60;0.85;0.2;300;2326;2297;1.26;0.7102;171;15-7-12-8-11-9-17-14-1-4-0-19-10-13-5-6-16-18-2-3
AG;20x20;data/ins_20_20_00.txt;11;60;0.85;0.2;300;2322;2297;1.09;0.6987;298;15-7-6-12-8-13-10-4-9-1-11-17-14-5-16-0-19-2-3-18
AG;20x20;data/ins_20_20_00.txt;12;60;0.85;0.2;300;2359;2297;2.70;0.7079;298;15-7-8-12-0-11-6-1-10-4-9-19-13-16-17-14-5-3-2-18
AG;20x20;data/ins_20_20_00.txt;13;60;0.85;0.2;300;2328;2297;1.35;0.6906;102;15-7-8-11-12-17-14-2-9-10-4-0-19-13-16-6-1-5-3-18
AG;20x20;data/ins_20_20_00.txt;14;60;0.85;0.2;300;2342;2297;1.96;0.7053;256;15-7-8-12-0-19-10-4-9-1-17-5-11-13-14-16-6-18-2-3
AG;20x20;data/ins_20_20_00.txt;15;60;0.85;0.2;300;2317;2297;0.87;0.6816;277;15-7-17-14-8-11-12-9-10-4-0-19-13-1-3-5-6-16-2-18
AG;20x20;data/ins_20_20_00.txt;16;60;0.85;0.2;300;2351;2297;2.35;0.7043;152;15-7-8-12-0-19-10-5-13-17-1-4-11-14-9-18-2-3-16-6
AG;20x20;data/ins_20_20_00.txt;17;60;0.85;0.2;300;2339;2297;1.83;0.7185;137;15-7-8-11-12-9-4-14-17-0-19-1-13-10-5-6-18-16-2-3
AG;20x20;data/ins_20_20_00.txt;18;60;0.85;0.2;300;2326;2297;1.26;0.7129;151;15-7-6-12-9-11-8-14-10-4-0-19-13-16-1-17-5-3-2-18
AG;20x20;data/ins_20_20_00.txt;19;60;0.85;0.2;300;2324;2297;1.18;0.7121;273;15-7-8-11-12-17-14-9-1-10-0-4-19-13-5-6-16-18-2-3
AG;20x20;data/ins_20_20_00.txt;20;60;0.85;0.2;300;2335;2297;1.65;0.6854;165;15-7-8-12-17-9-14-0-19-10-1-4-13-5-11-6-16-18-3-2
AG;20x20;data/ins_20_20_00.txt;21;60;0.85;0.2;300;2330;2297;1.44;0.7192;89;15-7-8-6-14-10-12-4-0-19-9-13-16-1-17-5-11-18-3-2
AG;20x20;data/ins_20_20_00.txt;22;60;0.85;0.2;300;2327;2297;1.31;0.7120;135;15-7-17-9-12-14-8-10-11-4-0-19-1-13-5-6-16-18-2-3
AG;20x20;data/ins_20_20_00.txt;23;60;0.85;0.2;300;2317;2297;0.87;0.6959;234;15-7-17-14-8-11-12-9-10-4-0-19-13-1-3-5-6-16-2-18
AG;20x20;data/ins_20_20_00.txt;24;60;0.85;0.2;300;2327;2297;1.31;0.6846;257;15-7-8-11-12-17-14-9-4-1-0-19-10-13-5-6-16-18-2-3
AG;20x20;data/ins_20_20_00.txt;25;60;0.85;0.2;300;2326;2297;1.26;0.7045;232;15-7-12-8-11-9-17-14-1-4-0-19-10-13-5-6-16-18-2-3
AG;20x20;data/ins_20_20_00.txt;26;60;0.85;0.2;300;2326;2297;1.26;0.7037;241;15-7-12-8-11-9-17-14-1-4-0-19-10-13-5-6-16-18-2-3
AG;20x20;data/ins_20_20_00.txt;27;60;0.85;0.2;300;2332;2297;1.52;0.6965;127;15-7-8-12-9-11-6-14-10-4-0-19-13-16-1-17-5-3-2-18
AG;20x20;data/ins_20_20_00.txt;28;60;0.85;0.2;300;2326;2297;1.26;0.6900;180;15-7-12-8-11-9-17-14-1-4-0-19-10-13-5-6-16-18-2-3
AG;20x20;data/ins_20_20_00.txt;29;60;0.85;0.2;300;2310;2297;0.57;0.6851;257;15-7-6-12-9-11-8-13-16-10-4-14-0-19-1-17-5-3-2-18
AG;20x20;data/ins_20_20_00.txt;30;60;0.85;0.2;300;2326;2297;1.26;0.7049;226;15-7-6-12-9-11-8-14-10-4-0-19-13-16-1-17-5-3-2-18
Memetico;20x20;data/ins_20_20_00.txt;1;60;0.85;0.2;300;2310;2297;0.57;2.8942;25;15-17-7-12-8-14-0-19-1-10-4-9-11-13-5-6-16-18-2-3
Memetico;20x20;data/ins_20_20_00.txt;2;60;0.85;0.2;300;2300;2297;0.13;2.9932;74;15-17-13-6-12-7-8-14-1-10-4-0-5-9-11-19-16-3-2-18
Memetico;20x20;data/ins_20_20_00.txt;3;60;0.85;0.2;300;2310;2297;0.57;2.7799;98;15-17-13-7-12-8-14-1-0-19-10-4-9-5-11-6-16-18-2-3
Memetico;20x20;data/ins_20_20_00.txt;4;60;0.85;0.2;300;2308;2297;0.48;2.8090;290;15-17-13-12-7-8-14-0-19-10-4-9-11-1-3-5-6-16-18-2
Memetico;20x20;data/ins_20_20_00.txt;5;60;0.85;0.2;300;2314;2297;0.74;2.7752;300;15-17-13-7-9-8-14-10-12-4-0-19-1-5-11-6-16-18-2-3
Memetico;20x20;data/ins_20_20_00.txt;6;60;0.85;0.2;300;2310;2297;0.57;2.7633;215;15-17-7-12-8-14-0-19-1-10-4-9-11-13-5-6-16-18-2-3
Memetico;20x20;data/ins_20_20_00.txt;7;60;0.85;0.2;300;2306;2297;0.39;2.7991;33;15-17-13-7-12-8-14-0-19-16-9-10-4-5-11-6-1-3-2-18
Memetico;20x20;data/ins_20_20_00.txt;8;60;0.85;0.2;300;2305;2297;0.35;2.5197;100;15-17-13-7-6-14-10-12-4-19-8-5-9-11-16-0-1-3-2-18
Memetico;20x20;data/ins_20_20_00.txt;9;60;0.85;0.2;300;2305;2297;0.35;2.8252;290;15-17-13-7-6-14-10-12-4-19-8-5-9-11-16-0-1-3-2-18
Memetico;20x20;data/ins_20_20_00.txt;10;60;0.85;0.2;300;2309;2297;0.52;2.9575;83;15-17-7-9-11-12-8-13-10-14-19-1-3-5-6-16-4-0-2-18
Memetico;20x20;data/ins_20_20_00.txt;11;60;0.85;0.2;300;2310;2297;0.57;2.8180;16;15-7-17-14-9-8-5-11-12-6-4-19-13-10-1-0-16-18-2-3
Memetico;20x20;data/ins_20_20_00.txt;12;60;0.85;0.2;300;2310;2297;0.57;2.8458;147;15-17-13-12-7-8-14-1-0-19-10-4-9-5-11-6-16-18-2-3
Memetico;20x20;data/ins_20_20_00.txt;13;60;0.85;0.2;300;2310;2297;0.57;2.5768;147;15-17-7-12-9-8-13-14-19-10-5-11-6-4-1-0-16-18-2-3
Memetico;20x20;data/ins_20_20_00.txt;14;60;0.85;0.2;300;2304;2297;0.30;2.7693;62;15-17-13-8-9-12-7-1-10-4-14-0-19-2-5-11-3-16-6-18
Memetico;20x20;data/ins_20_20_00.txt;15;60;0.85;0.2;300;2306;2297;0.39;3.1595;20;15-17-13-7-12-8-14-0-19-16-9-10-4-5-11-6-1-3-2-18
Memetico;20x20;data/ins_20_20_00.txt;16;60;0.85;0.2;300;2310;2297;0.57;3.0179;73;15-17-13-7-12-8-14-1-0-19-10-4-9-5-11-6-16-18-2-3
Memetico;20x20;data/ins_20_20_00.txt;17;60;0.85;0.2;300;2305;2297;0.35;2.6211;282;15-17-13-7-8-10-4-9-11-12-14-0-19-1-3-5-6-16-18-2
Memetico;20x20;data/ins_20_20_00.txt;18;60;0.85;0.2;300;2310;2297;0.57;2.9141;40;15-17-13-12-7-8-14-1-0-19-10-4-9-5-11-6-16-18-2-3
Memetico;20x20;data/ins_20_20_00.txt;19;60;0.85;0.2;300;2309;2297;0.52;2.5663;75;15-17-7-12-9-8-13-10-4-5-6-11-14-16-0-19-1-3-2-18
Memetico;20x20;data/ins_20_20_00.txt;20;60;0.85;0.2;300;2306;2297;0.39;2.5455;192;15-17-13-7-12-8-14-0-19-16-9-10-4-5-11-6-1-3-2-18
Memetico;20x20;data/ins_20_20_00.txt;21;60;0.85;0.2;300;2313;2297;0.70;2.7480;145;15-7-8-11-12-17-14-0-19-10-4-9-13-16-6-1-5-3-2-18
Memetico;20x20;data/ins_20_20_00.txt;22;60;0.85;0.2;300;2312;2297;0.65;2.6798;152;15-7-6-17-14-9-8-11-12-10-4-5-19-13-16-0-1-3-2-18
Memetico;20x20;data/ins_20_20_00.txt;23;60;0.85;0.2;300;2311;2297;0.61;2.7054;171;15-7-17-12-9-14-8-13-16-4-0-19-10-5-11-6-1-3-2-18
Memetico;20x20;data/ins_20_20_00.txt;24;60;0.85;0.2;300;2309;2297;0.52;2.8359;216;15-7-17-14-9-8-12-19-10-5-13-11-6-4-1-3-16-0-2-18
Memetico;20x20;data/ins_20_20_00.txt;25;60;0.85;0.2;300;2310;2297;0.57;2.8724;273;15-17-13-7-12-8-14-1-0-19-10-4-9-5-11-6-16-18-2-3
Memetico;20x20;data/ins_20_20_00.txt;26;60;0.85;0.2;300;2317;2297;0.87;2.5135;16;15-7-12-6-13-10-4-5-9-11-8-19-1-3-14-0-2-16-17-18
