Algoritmo;Tamano_Problema;Instancia;Semilla;Poblacion;Prob_Cruce;Prob_Mutacion;Iteraciones;Makespan;Upper_Bound;RPD_%;Tiempo_Seg;Generacion_Hallazgo;Mejor_Secuencia
AG;50x10;data/ins_50_10_00.txt;17;60;0.85;0.2;300;3119;3025;3.11;0.9042;128;43-24-29-19-41-48-31-33-32-30-35-36-42-7-37-28-3-5-13-1-6-14-27-10-22-34-45-8-2-46-21-16-17-39-47-4-12-11-9-20-44-26-25-0-15-49-40-18-23-38
AG;50x10;data/ins_50_10_00.txt;18;60;0.85;0.2;300;3126;3025;3.34;0.9047;131;24-29-41-19-48-43-31-33-32-37-30-42-35-36-3-28-7-9-13-1-6-5-14-27-10-45-22-34-8-21-16-17-39-2-47-4-12-11-46-20-44-40-0-15-49-25-18-26-23-38
AG;50x10;data/ins_50_10_00.txt;19;60;0.85;0.2;300;3121;3025;3.17;0.8849;300;43-24-29-41-19-48-31-33-32-30-35-36-42-37-2-28-3-5-13-1-6-46-14-27-45-10-22-34-8-21-16-17-39-7-4-47-0-12-11-26-9-20-44-25-15-49-40-18-23-38
AG;50x10;data/ins_50_10_00.txt;20;60;0.85;0.2;300;3130;3025;3.47;0.9221;227;17-43-24-29-41-19-48-31-33-32-30-42-35-36-7-37-28-5-13-1-3-14-46-45-6-27-10-22-34-2-8-21-16-39-4-12-47-11-9-20-44-25-23-15-49-40-18-26-0-38
AG;50x10;data/ins_50_10_00.txt;21;60;0.85;0.2;300;3119;3025;3.11;0.8829;264;43-24-29-41-32-19-36-33-30-35-42-7-37-28-48-31-3-13-2-1-6-46-14-27-22-0-45-8-21-16-17-34-39-5-15-4-12-11-9-20-44-25-10-47-49-40-18-23-26-38
AG;50x10;data/ins_50_10_00.txt;22;60;0.85;0.2;300;3121;3025;3.17;0.9158;292;43-24-29-41-19-35-30-32-36-42-14-7-37-28-3-5-13-1-6-46-33-10-27-48-22-34-45-8-21-16-17-39-2-4-12-11-31-9-20-44-25-0-15-47-49-40-18-26-23-38
AG;50x10;data/ins_50_10_00.txt;23;60;0.85;0.2;300;3128;3025;3.40;0.9088;212;43-24-29-41-19-48-31-33-32-30-35-36-42-37-2-28-3-13-5-1-6-46-14-27-22-10-34-45-8-21-16-17-39-7-47-4-12-11-9-20-44-25-15-49-40-18-23-26-0-38
AG;50x10;data/ins_50_10_00.txt;24;60;0.85;0.2;300;3134;3025;3.60;0.9045;20;43-24-29-41-19-48-31-33-32-30-35-36-42-7-37-28-3-5-13-1-6-46-14-27-45-17-22-34-8-21-16-10-39-2-47-4-12-11-9-20-44-25-23-15-49-40-18-26-0-38
AG;50x10;data/ins_50_10_00.txt;25;60;0.85;0.2;300;3127;3025;3.37;0.9085;101;43-24-29-41-19-48-31-33-32-30-35-36-42-7-37-28-3-13-1-5-6-14-22-10-27-34-45-46-8-21-16-17-39-2-47-4-12-11-20-9-44-25-0-15-49-40-18-26-23-38
AG;50x10;data/ins_50_10_00.txt;26;60;0.85;0.2;300;3112;3025;2.88;0.9066;112;41-29-43-24-19-48-31-33-32-30-35-36-42-7-37-28-3-5-13-1-6-45-46-14-27-22-34-8-10-21-16-17-39-2-47-4-20-11-9-12-44-40-23-15-49-25-18-26-0-38
AG;50x10;data/ins_50_10_00.txt;27;60;0.85;0.2;300;3125;3025;3.31;0.9207;294;43-24-29-41-19-48-31-33-32-30-35-36-42-7-37-28-3-13-5-1-6-14-27-10-22-34-45-46-8-21-16-17-39-47-2-4-12-11-20-9-44-25-26-0-15-49-40-18-23-38
AG;50x10;data/ins_50_10_00.txt;28;60;0.85;0.2;300;3119;3025;3.11;0.9201;136;43-24-29-19-41-48-31-33-32-30-35-36-42-7-37-28-3-13-5-1-6-14-27-34-22-10-45-8-21-46-16-17-39-2-47-4-12-11-9-20-44-26-25-0-15-49-40-18-23-38
AG;50x10;data/ins_50_10_00.txt;29;60;0.85;0.2;300;3128;3025;3.40;0.9177;70;43-24-29-41-19-48-31-33-32-30-35-36-42-7-37-28-5-13-1-3-6-14-27-10-22-34-45-8-21-16-2-17-39-46-47-4-12-11-9-20-44-25-15-49-40-18-23-26-0-38
AG;50x10;data/ins_50_10_00.txt;30;60;0.85;0.2;300;3128;3025;3.40;0.8855;49;43-24-29-41-19-48-31-33-32-30-35-36-42-7-37-28-3-2-5-13-1-6-10-22-14-27-34-45-46-8-21-16-17-39-4-12-11-9-20-44-25-23-15-49-40-18-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;1;60;0.85;0.2;300;3034;3025;0.30;2.8140;36;17-33-41-32-30-24-19-43-42-35-31-29-36-7-37-3-13-22-1-6-48-14-28-27-34-45-8-21-46-16-39-2-4-12-11-5-10-20-44-40-49-25-9-15-18-23-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;2;60;0.85;0.2;300;3046;3025;0.69;4.3630;30;17-36-33-43-32-42-35-30-19-5-2-37-14-21-41-46-3-8-29-45-6-1-13-44-22-11-31-16-25-4-28-27-12-23-15-48-24-20-7-10-49-40-39-34-9-18-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;3;60;0.85;0.2;300;3034;3025;0.30;2.7961;19;17-33-41-32-30-24-29-36-14-42-35-13-48-1-6-19-43-8-3-21-5-46-28-27-7-39-22-45-16-2-4-10-37-12-44-31-11-20-40-9-15-49-25-34-18-23-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;4;60;0.85;0.2;300;3044;3025;0.63;3.1784;37;19-33-43-41-32-17-30-42-37-28-5-13-29-1-36-6-3-7-48-24-14-22-45-8-21-46-16-10-27-2-4-12-35-39-31-34-11-9-44-23-20-15-40-49-25-18-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;5;60;0.85;0.2;300;3037;3025;0.40;3.4608;66;17-33-43-35-30-1-42-41-13-29-19-28-7-5-2-37-24-45-48-14-22-10-34-8-27-21-36-16-6-11-31-32-12-46-3-4-39-25-9-26-20-44-23-15-49-40-18-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;6;60;0.85;0.2;300;3046;3025;0.69;2.3560;24;17-36-33-7-32-43-24-19-30-31-29-13-28-37-1-42-5-6-48-14-27-22-41-10-34-3-35-45-21-39-46-16-2-4-12-26-9-20-44-8-25-11-15-49-40-18-23-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;7;60;0.85;0.2;300;3040;3025;0.50;3.2524;86;41-43-32-17-30-24-19-7-37-42-29-48-31-28-5-13-1-6-3-22-27-2-14-36-33-35-45-8-34-21-46-16-10-44-39-4-12-9-20-25-11-15-40-49-18-23-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;8;60;0.85;0.2;300;3044;3025;0.63;3.0592;30;19-33-43-41-32-17-30-24-29-42-5-36-13-48-7-28-1-14-3-37-27-6-22-45-8-21-46-39-10-4-16-2-35-12-34-15-11-31-44-9-20-40-49-25-18-23-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;9;60;0.85;0.2;300;3034;3025;0.30;2.7198;19;17-33-41-32-30-24-19-43-42-35-2-37-3-29-5-14-8-21-1-6-31-28-27-22-34-13-48-45-16-4-10-11-39-46-12-44-25-15-49-40-9-36-20-26-7-18-23-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;10;60;0.85;0.2;300;3071;3025;1.52;2.6995;28;17-43-29-24-19-33-41-48-9-36-31-32-30-42-7-37-28-1-6-3-5-14-27-22-13-34-45-8-35-21-39-4-12-46-16-2-10-20-44-25-11-23-15-49-40-18-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;11;60;0.85;0.2;300;3034;3025;0.30;3.3378;23;17-33-41-32-30-24-29-36-14-37-42-43-31-28-5-13-1-19-6-48-35-3-34-45-21-46-8-22-16-7-10-39-2-4-27-44-12-11-9-20-40-23-15-49-25-18-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;12;60;0.85;0.2;300;3072;3025;1.55;2.7663;32;17-21-35-41-45-33-29-1-32-42-28-7-37-2-0-4-3-14-20-5-15-27-43-48-12-19-18-40-16-46-6-36-49-31-9-47-13-11-22-23-30-8-34-10-39-25-26-24-44-38
Memetico;50x10;data/ins_50_10_00.txt;13;60;0.85;0.2;300;3062;3025;1.22;2.2380;19;17-33-32-48-41-2-24-19-30-42-35-7-37-28-43-3-5-13-1-6-14-27-10-22-34-45-8-21-39-46-16-31-4-36-29-12-9-20-44-25-11-23-15-49-40-18-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;14;60;0.85;0.2;300;3043;3025;0.60;2.8045;211;17-33-43-32-36-29-24-19-7-37-30-42-5-13-48-28-41-1-6-14-22-31-35-3-27-45-21-46-16-39-2-4-44-8-10-12-11-34-9-20-40-23-15-49-25-18-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;15;60;0.85;0.2;300;3055;3025;0.99;3.4193;50;17-43-19-33-7-32-30-42-35-1-24-21-36-46-12-37-13-0-3-6-41-11-5-45-9-4-44-27-39-40-8-14-48-20-2-28-31-29-16-15-22-10-26-49-25-47-34-18-23-38
Memetico;50x10;data/ins_50_10_00.txt;16;60;0.85;0.2;300;3057;3025;1.06;4.6290;149;17-43-32-24-29-28-41-42-37-13-36-7-14-48-19-21-46-1-16-33-4-10-20-11-31-5-30-27-3-9-44-2-40-8-15-49-34-22-45-35-39-25-26-12-0-6-47-18-23-38
Memetico;50x10;data/ins_50_10_00.txt;17;60;0.85;0.2;300;3063;3025;1.26;3.1168;19;17-21-40-32-37-3-33-48-1-14-2-35-12-46-41-20-9-15-29-18-23-36-19-6-5-34-28-39-10-43-13-16-11-31-22-42-27-4-30-24-0-45-26-49-7-8-47-25-44-38
Memetico;50x10;data/ins_50_10_00.txt;18;60;0.85;0.2;300;3059;3025;1.12;3.3980;26;19-33-41-32-30-24-29-14-48-31-37-42-28-1-6-43-9-13-17-36-27-45-21-46-16-4-12-44-35-25-20-40-15-49-5-3-34-22-2-18-10-8-39-7-11-23-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;19;60;0.85;0.2;300;3043;3025;0.60;4.5005;36;17-33-43-1-19-21-41-32-11-39-46-28-7-35-30-12-31-48-42-4-5-16-13-37-2-14-10-3-34-22-24-8-36-6-27-29-45-44-25-15-49-40-9-20-26-18-23-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;20;60;0.85;0.2;300;3034;3025;0.30;2.5433;29;17-33-43-2-37-28-5-13-29-1-42-32-19-48-7-22-10-14-27-30-41-24-3-35-36-6-34-45-8-21-46-12-26-16-4-39-11-31-9-20-44-25-15-49-40-18-23-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;21;60;0.85;0.2;300;3049;3025;0.79;3.0190;52;17-36-33-43-2-19-41-29-31-32-30-24-14-35-3-42-37-28-7-1-6-13-5-10-22-34-45-8-16-21-46-39-4-12-48-9-23-20-15-11-26-27-25-44-49-40-18-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;22;60;0.85;0.2;300;3052;3025;0.89;3.3849;126;17-21-41-32-30-24-36-33-37-42-48-6-5-28-39-13-46-1-43-14-19-31-35-3-29-27-7-45-10-34-22-16-2-4-12-9-8-26-20-44-25-11-15-49-40-18-23-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;23;60;0.85;0.2;300;3038;3025;0.43;4.2528;77;17-33-43-32-48-42-14-35-7-30-13-1-28-39-10-21-3-37-5-6-41-46-45-22-27-36-2-19-29-16-31-4-11-24-12-9-8-34-44-25-15-49-40-20-18-23-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;24;60;0.85;0.2;300;3034;3025;0.30;2.1618;11;17-33-41-32-29-36-43-24-19-30-35-42-7-37-3-5-14-13-28-1-6-45-40-48-8-21-16-22-10-39-27-2-46-12-4-9-20-44-31-11-23-15-49-34-25-18-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;25;60;0.85;0.2;300;3034;3025;0.30;2.9017;30;17-33-41-32-30-24-43-19-37-42-5-13-6-22-1-28-14-8-27-21-45-7-35-16-2-4-48-12-29-31-10-20-9-39-44-25-11-23-36-15-49-40-3-34-46-18-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;26;60;0.85;0.2;300;3025;3025;0.00;3.6460;284;17-33-43-2-32-19-48-41-24-29-36-42-37-28-7-13-5-1-6-45-22-10-3-27-21-46-39-4-16-14-30-35-44-31-12-11-8-34-9-0-15-20-40-49-25-47-26-18-23-38
Memetico;50x10;data/ins_50_10_00.txt;27;60;0.85;0.2;300;3048;3025;0.76;3.5695;19;17-21-43-5-32-37-42-29-31-48-12-35-7-1-19-28-2-41-14-4-36-13-11-8-33-30-9-27-3-22-24-45-20-40-49-46-16-34-10-15-18-39-6-0-25-44-26-23-47-38
Memetico;50x10;data/ins_50_10_00.txt;28;60;0.85;0.2;300;3038;3025;0.43;7.1737;60;17-33-43-32-30-24-36-28-41-42-37-13-5-6-1-29-45-14-8-3-21-48-31-35-16-7-2-4-12-27-46-19-11-25-10-44-39-9-15-49-20-40-34-22-18-23-26-0-47-38
Memetico;50x10;data/ins_50_10_00.txt;29;60;0.85;0.2;300;3034;3025;0.30;3.8924;44;17-33-43-35-30-42-41-32-28-1-6-19-5-29-45-14-13-37-12-18-36-21-27-22-4-16-25-10-11-44-3-40-46-39-8-15-49-2-31-48-9-34-24-0-26-20-7-23-47-38
Memetico;50x10;data/ins_50_10_00.txt;30;60;0.85;0.2;300;3037;3025;0.40;3.0218;40;17-33-43-32-30-24-19-41-29-42-35-37-45-28-7-3-5-13-1-6-14-36-22-34-8-21-27-46-16-10-39-2-4-12-48-31-9-26-20-44-25-11-23-15-49-40-18-0-47-38
