Algoritmo;Tamano_Problema;Instancia;Semilla;Poblacion;Prob_Cruce;Prob_Mutacion;Iteraciones;Makespan;Upper_Bound;RPD_%;Tiempo_Seg;Generacion_Hallazgo;Mejor_Secuencia
AG;50x10;data/ins_50_10_00.txt;1;60;0.85;0.2;300;3128;3025;3.40;0.9162;180;43-24-29-41-19-48-31-33-32-30-35-36-42-7-37-28-3-45-5-13-1-6-46-14-27-22-34-8-10-21-16-17-39-2-4-12-11-9-20-44-25-23-15-49-40-18-26-0-47-38
AG;50x10;data/ins_50_10_00.txt;2;60;0.85;0.2;300;3120;3025;3.14;0.9399;205;43-24-29-41-19-48-31-33-35-30-32-36-42-7-37-28-3-5-13-1-6-14-27-22-34-45-8-46-10-21-16-17-39-2-47-4-12-11-20-9-44-40-0-15-49-25-18-26-23-38
AG;50x10;data/ins_50_10_00.txt;3;60;0.85;0.2;300;3126;3025;3.34;0.8995;153;24-29-41-19-48-33-32-30-35-36-42-7-28-37-43-3-5-13-1-6-46-45-14-27-22-34-8-26-21-16-31-17-39-2-0-47-4-12-11-9-10-20-44-25-15-49-40-18-23-38
AG;50x10;data/ins_50_10_00.txt;4;60;0.85;0.2;300;3126;3025;3.34;0.9135;189;24-29-41-19-48-31-33-32-30-35-36-42-7-37-28-3-5-13-43-1-6-46-14-10-27-22-34-45-8-21-16-17-39-2-4-0-12-11-9-20-44-25-15-47-49-40-18-23-26-38
AG;50x10;data/ins_50_10_00.txt;5;60;0.85;0.2;300;3105;3025;2.64;0.9133;192;17-43-24-19-33-29-48-31-41-32-30-35-36-42-7-46-3-6-5-13-1-28-14-27-22-34-45-8-10-37-21-16-39-2-4-20-11-9-12-44-25-23-15-49-40-18-26-0-47-38
AG;50x10;data/ins_50_10_00.txt;6;60;0.85;0.2;300;3128;3025;3.40;0.9281;282;43-24-29-41-19-48-31-33-32-30-35-36-42-28-37-7-3-5-13-1-6-46-14-22-27-8-34-45-10-21-16-17-39-2-4-12-11-20-9-44-25-23-15-49-40-18-26-0-47-38
AG;50x10;data/ins_50_10_00.txt;7;60;0.85;0.2;300;3128;3025;3.40;0.8852;74;43-24-29-41-19-48-31-33-32-30-42-35-36-7-37-28-46-3-5-13-1-6-14-27-22-34-45-8-21-16-17-39-2-10-4-12-11-9-20-44-25-23-15-49-40-18-26-0-47-38
AG;50x10;data/ins_50_10_00.txt;8;60;0.85;0.2;300;3128;3025;3.40;0.9067;137;43-24-29-41-19-48-31-33-30-32-36-42-37-7-28-3-5-13-1-46-14-6-27-10-22-34-17-45-8-21-16-39-2-35-47-4-12-11-20-9-44-25-15-49-40-18-23-26-0-38
AG;50x10;data/ins_50_10_00.txt;9;60;0.85;0.2;300;3119;3025;3.11;0.9195;144;43-24-29-19-41-48-31-33-32-36-35-30-42-7-37-3-28-5-13-1-6-14-27-22-46-34-47-45-8-21-16-17-39-2-10-4-20-12-11-9-44-26-25-0-15-49-40-18-23-38
AG;50x10;data/ins_50_10_00.txt;10;60;0.85;0.2;300;3128;3025;3.40;0.8811;100;43-24-29-19-41-48-31-33-32-30-35-36-42-37-7-28-3-5-13-1-6-14-27-10-22-2-34-45-8-46-21-16-17-39-47-4-12-11-9-20-44-25-15-49-40-18-23-26-0-38
AG;50x10;data/ins_50_10_00.txt;11;60;0.85;0.2;300;3128;3025;3.40;0.9234;94;43-24-29-41-19-48-31-33-32-30-35-36-42-37-28-2-3-5-13-1-6-46-14-27-45-10-22-34-8-21-16-17-39-7-47-4-12-11-9-20-44-25-15-49-40-18-23-26-0-38
AG;50x10;data/ins_50_10_00.txt;12;60;0.85;0.2;300;3120;3025;3.14;0.8961;251;43-24-29-41-19-48-31-33-32-30-35-36-42-7-37-28-5-13-1-6-3-46-14-45-27-22-34-8-10-21-16-17-39-47-2-4-12-11-20-9-26-25-44-0-15-49-40-18-23-38
AG;50x10;data/ins_50_10_00.txt;13;60;0.85;0.2;300;3124;3025;3.27;0.8824;284;43-24-29-41-19-35-36-33-32-30-42-7-37-28-5-3-13-1-6-46-14-48-27-10-22-34-45-8-21-31-16-26-17-39-2-47-4-12-11-9-20-44-25-0-15-49-40-18-23-38
AG;50x10;data/ins_50_10_00.txt;14;60;0.85;0.2;300;3091;3025;2.18;0.8969;213;19-41-48-33-32-30-24-43-35-29-36-42-40-37-3-5-13-1-6-14-28-45-27-10-22-34-8-31-21-46-16-17-39-2-4-47-12-11-9-20-44-25-0-15-26-49-7-18-23-38
AG;50x10;data/ins_50_10_00.txt;15;60;0.85;0.2;300;3128;3025;3.40;0.9025;57;43-24-29-41-19-48-31-33-32-30-35-36-42-7-37-28-3-5-13-1-14-6-46-22-34-45-8-21-16-17-27-39-2-10-47-4-12-11-9-20-44-25-15-49-40-18-23-26-0-38
AG;50x10;data/ins_50_10_00.txt;16;60;0.85;0.2;300;3128;3025;3.40;0.9216;184;43-24-29-41-19-48-31-33-32-30-35-36-42-7-37-28-3-5-13-1-6-14-27-10-22-34-45-8-21-46-16-17-39-2-4-12-11-9-20-44-25-23-15-49-40-18-26-0-47-38
